"Juokseva numerointi";"Valtakunnallinen ID tsekattu";"Valtakunnallinen ID";"Ylläpitäjä organisaation nimi/lyhenne";"Kuntanumero";"Ylläpitäjän sisäinen pysäkki-ID";"Pysäkin nimi";"Pysäkin nimi SE";"X koord / Itä";"Y koord / Pohjoinen";"Koordinaatisto / vertausjärjestelmä";"Suunta, asteissa";"X_ETRS-TM35FIN";"Y_ETRS-TM35FIN";"suuntasarake";"suuntasarake2";"Suunta kansalaisen näkökulmasta";"Pysäkin tyyppi";"PYS_TY";"Pysäkin tunnus matkustajalle";"Tienumero";"Katuosoite";"Kunta";"Pysäkin varusteet";"varusteet_muokkaussarake";"PYSAKKI_KA";"Pysäkin saavutettavuus";"Esteettömyys-tiedot";"Voimassa alkaen";"Voimassa asti";"Muokattu";"Muokkaaja";"Maksuvyöhyke-viranomainen";"Maksu-vyöhyke";;;;"Digiroadista etsitty valtakunnallien tunniste"
1170;;201100;"Kittilän kunta";"261";"Kortepolku";"Rakkavaarantie";;25494481.0000;7524143.0000;"ETRS-GK25";;410185.3771;7522674.1188;FALSE;FALSE;"Rakkavaara";2;2;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1171;;201101;"Kittilän kunta";"261";"Unelmarakka";"Rakkavaarantie";;25494534.0000;7524085.0000;"ETRS-GK25";;410236.4596;7522614.4543;FALSE;FALSE;"Levikeskus";2;2;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1172;;201102;"Kittilän kunta";"261";"Golf1";"Rakkavaarantie";;25494721.0000;7523780.0000;"ETRS-GK25";;410413.4520;7522303.6643;FALSE;FALSE;"Levikeskus";2;2;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1173;;201103;"Kittilän kunta";"261";"Golf2";"Rakkavaarantie";;25494795.0000;7523740.0000;"ETRS-GK25";;410486.0987;7522261.3067;FALSE;FALSE;"Rakkavaara";2;2;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1174;;201104;"Kittilän kunta";"261";"Kulmarakka 1";"Rakkavaarantie";;25495268.0000;7523789.0000;"ETRS-GK25";;410960.2916;7522294.9854;FALSE;FALSE;"Levikeskus";2;2;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1175;;201105;"Kittilän kunta";"261";"Kulmarakka 2";"Rakkavaarantie";;25495337.0000;7523718.0000;"ETRS-GK25";;411026.9409;7522221.8149;FALSE;FALSE;"Levin ympärystie";2;2;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1182;;201110;"Tammela";"834";1;"Terveysasema 1";;24487513.5970;6744178.3060;"ETRS-GK24";;324334.0091;6745782.3402;FALSE;FALSE;;4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1183;;201111;"Tammela";"834";2;"Terveysasema 2";;24487465.4080;6744180.1040;"ETRS-GK24";;324285.9537;6745786.3387;FALSE;FALSE;"Forssaan";4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1184;;201112;"Tammela";"834";3;"Kirkko";;24487165.8340;6744197.4140;"ETRS-GK24";;323987.4909;6745817.3224;FALSE;FALSE;;4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1185;;201113;"Tammela";"834";4;"Kirjasto";;24487065.2120;6744206.3060;"ETRS-GK24";;323887.3827;6745830.8039;FALSE;FALSE;"Forssaan";4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1188;;201114;"Tammela";"834";7;"Kivistö";;24486566.5910;6744138.1310;"ETRS-GK24";;323386.1773;6745785.4913;FALSE;FALSE;;4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1189;;201115;"Tammela";"834";8;"Päiväkoti";;24486436.1220;6744121.2150;"ETRS-GK24";;323255.0740;6745774.5565;FALSE;FALSE;"Forssaan";4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1190;;201116;"Keuruun kaupunki";"249";"keu1001";"Linja-autoasema";;380614.0000;6905250.0000;"ETRS-TM35FIN";"80/260";380614.0000;6905250.0000;FALSE;FALSE;"Linja-autoasema";6;6;"keu1001";;"Koulutie 7";;"katos, penkki, pyöräteline";"katos, penkki, pyöräteline";2;"35 liityntäpysäköinti- paikkaa, joista 2 inva";"Pääsee pyörätuolilla";;;;;;;;;;"#NIMI?"
1191;;201117;"Keuruun kaupunki";"249";"keu1002";"Runkotie 119 (1190 m)";;379009.0000;6906736.0000;"ETRS-TM35FIN";"310/130";379009.0000;6906736.0000;FALSE;FALSE;"Keskustaan";2;2;"keu1002";;"Runkotie 119 (1190 m)";;"Katos ja penkki";"Katos ja penkki";2;;"Pääsee pyörätuolilla";;;;;;;;;;"#NIMI?"
1192;;201118;"Keuruun kaupunki";"249";"keu1003";"Runkotie 74 (740 m)";;379346.0000;6906487.0000;"ETRS-TM35FIN";285;379346.0000;6906487.0000;FALSE;FALSE;"Ketvelniemeen (keskustaan)";2;2;"keu1003";;"Runkotie 74 (740 m)";;"ei";"ei";1;;"Pääsee pyörätuolilla";;;;;;;;;;"#NIMI?"
1193;;201119;"Keuruun kaupunki";"249";"keu1004";"Runkotie 71 (710 m)";;379401.0000;6906439.0000;"ETRS-TM35FIN";130;379401.0000;6906439.0000;FALSE;FALSE;"Keskustaan";2;2;"keu1004";;"Runkotie 71 (710 m)";;"ei";"ei";1;;"Pääsee pyörätuolilla";;;;;;;;;;"#NIMI?"
1194;;201120;"Kruunupyyn kunta";"288";"Kirkkotie 3";"Kirkkotie 3";;304155.0000;7072735.0000;"ETRS-TM35FIN";;304155.0000;7072735.0000;FALSE;FALSE;;7;7;;;"Kirkkotie 3";288;"katos, penkki";"katos, penkki";2;;;;;;;;;;;;"#NIMI?"
1195;;201121;"Kruunupyyn kunta";"288";"Kirkkotie 8";"Kirkkotie 8";;304108.0000;7072732.0000;"ETRS-TM35FIN";;304108.0000;7072732.0000;FALSE;FALSE;;7;7;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1196;;201122;"Kruunupyyn kunta";"288";"Kirkkotie 153";"Kirkkotie 153";;303060.0000;7072822.0000;"ETRS-TM35FIN";;303060.0000;7072822.0000;FALSE;FALSE;;7;7;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1197;;201123;"Jalasjärvi";"164";;"Jalasjärven matkahuolto";;22.7725;62.4905;"WGS84";;282116.1662;6935641.0889;FALSE;FALSE;"Vaasa, Tampere, Pori, Helsinki";6;6;;;"Jalastie 29, 61600 JALASJÄRVI";;;;3;;;;;;;;;;;;"#NIMI?"
1202;;201127;"Alavus";"010";;"Hyllisentie 2";;325564.0000;6944192.0000;"ETRS-TM35FIN";;325564.0000;6944192.0000;FALSE;FALSE;"Kuulantietä Länteen";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1203;;201128;"Alavus";"010";;"Lukkarinhovi 2";;325728.0000;6944166.0000;"ETRS-TM35FIN";;325728.0000;6944166.0000;FALSE;FALSE;"Kuulantietä Länteen";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1204;;201129;"Alavus";"010";;"Lukkarinhovi 1";;325835.0000;6944165.0000;"ETRS-TM35FIN";;325835.0000;6944165.0000;FALSE;FALSE;"Kuulantietä Länteen";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1205;;201130;"Alavus";"010";;"Terveyskeskus 2";;326749.0000;6943967.0000;"ETRS-TM35FIN";;326749.0000;6943967.0000;FALSE;FALSE;" Salmentietä Itään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1206;;201131;"Alavus";"010";;"Terveyskeskus 1";;326791.0000;6943953.0000;"ETRS-TM35FIN";;326791.0000;6943953.0000;FALSE;FALSE;" Salmentietä Itään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1207;;201132;"Alavus";"010";;"Heinontie 2";;326998.0000;6944224.0000;"ETRS-TM35FIN";;326998.0000;6944224.0000;FALSE;FALSE;" Salmentietä Itään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1208;;201133;"Alavus";"010";;"Heinontie 1";;327065.0000;6944240.0000;"ETRS-TM35FIN";;327065.0000;6944240.0000;FALSE;FALSE;" Salmentietä Itään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1209;;201134;"Alavus";"010";;"Lapintie 1";;327478.0000;6944462.0000;"ETRS-TM35FIN";;327478.0000;6944462.0000;FALSE;FALSE;" Salmentietä Itään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1210;;201135;"Alavus";"010";;"Lapintie 2";;327467.0000;6944475.0000;"ETRS-TM35FIN";;327467.0000;6944475.0000;FALSE;FALSE;" Salmentietä Itään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1212;;201136;"Alavus";"010";;"Koulutie 1";;326373.0000;6944746.0000;"ETRS-TM35FIN";;326373.0000;6944746.0000;FALSE;FALSE;"Kirkkotietä Pohjoiseen";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1213;;201137;"Alavus";"010";;"Koivutie 1";;326252.0000;6943878.0000;"ETRS-TM35FIN";;326252.0000;6943878.0000;FALSE;FALSE;"Järviluomantietä Etelään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1214;;201138;"Alavus";"010";;"Koivutie 2";;326262.0000;6943879.0000;"ETRS-TM35FIN";;326262.0000;6943879.0000;FALSE;FALSE;"Järviluomantietä Etelään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1215;;201139;"Alavus";"010";;"Harrintie 2";;325887.0000;6943162.0000;"ETRS-TM35FIN";;325887.0000;6943162.0000;FALSE;FALSE;"Järviluomantietä Etelään";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1216;;201140;"Alavus";"010";;"Petäjistöntie 1";;325574.0000;6943287.0000;"ETRS-TM35FIN";;325574.0000;6943287.0000;FALSE;FALSE;"Vesitorninmäelle";2;2;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1217;;201141;"Alavus";"010";;"Petäjistöntie 2";;325507.0000;6943344.0000;"ETRS-TM35FIN";;325507.0000;6943344.0000;FALSE;FALSE;"Vesitorninmäelle";2;2;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1218;;201142;"Alavus";"010";;"Kauppaneuvoksentie 1";;326009.0000;6947408.0000;"ETRS-TM35FIN";;326009.0000;6947408.0000;FALSE;FALSE;"aseman suuntaan";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1219;;201143;"Alavus";"010";;"Kauppaneuvoksentie 2";;325920.0000;6947453.0000;"ETRS-TM35FIN";;325920.0000;6947453.0000;FALSE;FALSE;"aseman suuntaan";4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1220;;201144;"Alavus";"010";;"Rautatieasema";;325636.0000;6947561.0000;"ETRS-TM35FIN";;325636.0000;6947561.0000;FALSE;FALSE;;4;4;;;;"010";;;3;;;;;;;;;;;;"#NIMI?"
1231;;201152;"Janakkala";"165";70154;"Tervakosken koulu";;3370942.7100;6746540.4170;"KKJ3";;371000.8073;6743682.2909;FALSE;FALSE;;3;3;;;"Tervajoentie";;"katos";"katos";2;;;;;;;;;;;;"#NIMI?"
1232;;201153;"Janakkala";"165";70233;"urheilukenttä";;3372236.3560;6758885.4980;"KKJ3";"itä";372293.8740;6756021.8984;FALSE;FALSE;;3;3;;;"Turengintie";;"roskis, katos, tasku";"roskis, katos, tasku";2;;;;;;;;;;;;"#NIMI?"
1234;;201154;"Janakkala";"165";70238;"Kauppakuja L";;3372162.8840;6759008.3350;"KKJ3";;372220.4351;6756144.6809;FALSE;FALSE;"Länsi";3;3;;;"Kauppakuja";;;;3;;;;;;;;;;;;"#NIMI?"
1235;;201155;"Janakkala";"165";70239;"Viljavarasto I";;3372574.8410;6758443.1720;"KKJ3";;372632.2065;6755579.7686;FALSE;FALSE;"Kaakko";3;3;;;"Kuumolantie";;"penkki, tasku";"penkki, tasku";1;;;;;;;;;;;;"#NIMI?"
1236;;201156;"Janakkala";"165";70240;"Paronintie I";;3372926.5240;6758363.3890;"KKJ3";;372983.7311;6755500.0211;FALSE;FALSE;"Kaakko";3;3;;;"Kuumolantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1237;;201157;"Janakkala";"165";70241;"Ratsukuja I";;3373276.3330;6758233.9330;"KKJ3";;373333.3826;6755370.6226;FALSE;FALSE;"Kaakko";3;3;;;"Kuumolantie";;"penkki, tasku";"penkki, tasku";1;;;;;;;;;;;;"#NIMI?"
1238;;201158;"Janakkala";"165";70242;"Ratsukuja L";;3373294.4380;6758255.4290;"KKJ3";;373351.4795;6755392.1090;FALSE;FALSE;"Luode";3;3;;;"Kuumolantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1239;;201159;"Janakkala";"165";70243;"Paronintie L";;3372952.8270;6758369.2930;"KKJ3";;373010.0223;6755505.9225;FALSE;FALSE;"Luode";3;3;;;"Kuumolantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1240;;201160;"Janakkala";"165";70244;"Kuumola L";;3372375.9080;6758530.8790;"KKJ3";;372433.3631;6755667.4367;FALSE;FALSE;"Luode";3;3;;;"Kuumolantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1241;;201161;"Janakkala";"165";70245;"Kauppakuja I";;3372173.8480;6758997.9710;"KKJ3";;372231.3941;6756134.3215;FALSE;FALSE;"Itä";3;3;;;"Kauppakuja";;;;3;;;;;;;;;;;;"#NIMI?"
1244;;201163;"Janakkala";"165";70326;"Kukkatalo P";;3371942.0000;6760808.0000;"KKJ3";;371999.6510;6757943.5478;FALSE;FALSE;"Pohjoinen";3;3;;;"Koljalantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1245;;201164;"Janakkala";"165";70327;"Ammattikoulu P";;3371878.0000;6761146.0000;"KKJ3";;371935.6798;6758281.3979;FALSE;FALSE;"Pohjoinen";3;3;;;"Koljalantie";;"katos, tasku";"katos, tasku";2;;;;;;;;;;;;"#NIMI?"
1246;;201165;"Janakkala";"165";70328;"Kauriinmaa P";;3371768.0000;6761532.0000;"KKJ3";;371825.7295;6758667.2267;FALSE;FALSE;"Pohjoinen";3;3;;;"Koljalantie";;"katos, tasku";"katos, tasku";2;;;;;;;;;;;;"#NIMI?"
1247;;201166;"Janakkala";"165";70329;"Seppänen P";;3371709.0000;6761838.0000;"KKJ3";;371766.7561;6758973.0910;FALSE;FALSE;"Pohjoinen";3;3;;;"Koljalantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1248;;201167;"Janakkala";"165";70330;"Koljala P";;3371384.0000;6762299.0000;"KKJ3";;371441.9025;6759433.8865;FALSE;FALSE;"Pohjoinen";3;3;;;"Koljalantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1249;;201168;"Janakkala";"165";70331;"Koljala E";;3371451.0000;6762179.0000;"KKJ3";;371508.8723;6759313.9397;FALSE;FALSE;"Etelä";3;3;;;"Koljalantie";;"katos";"katos";2;;;;;;;;;;;;"#NIMI?"
1250;;201169;"Janakkala";"165";70332;"Seppänen E";;3371709.0000;6761703.0000;"KKJ3";;371766.7561;6758838.1508;FALSE;FALSE;"Etelä";3;3;;;"Koljalantie";;;;3;;;;;;;;;;;;"#NIMI?"
1251;;201170;"Janakkala";"165";70333;"Kauriinmaa E";;3371756.0000;6761467.0000;"KKJ3";;371813.7349;6758602.2555;FALSE;FALSE;"Etelä";3;3;;;"Koljalantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1252;;201171;"Janakkala";"165";70334;"Ammattikoulu E";;3371888.0000;6761070.0000;"KKJ3";;371945.6753;6758205.4316;FALSE;FALSE;"Etelä";3;3;;;"Koljalantie";;"katos, tasku";"katos, tasku";2;;;;;;;;;;;;"#NIMI?"
1253;;201172;"Janakkala";"165";70335;"Kukkatalo E";;3371980.0000;6760741.0000;"KKJ3";;372037.6338;6757876.5775;FALSE;FALSE;"Etelä";3;3;;;"Koljalantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1257;;201173;"Hattula";"082";80173;"Kivimäentie I";;3360482.7740;6775937.2150;"KKJ3";;360545.5877;6773066.0502;FALSE;FALSE;"itä";4;4;;;"Pappilanniementie";;"katos, penkki, tasku";"katos, penkki, tasku";2;;;;;;;;;;;;"#NIMI?"
1260;;201174;"Hattula";"082";80213;"Rasilantie I";;3357771.6350;6775418.7270;"KKJ3";;357835.6692;6772547.7914;FALSE;FALSE;"Itä";4;4;;;;;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1262;;201175;"Hattula";"082";80215;"Mierolantie";;3359002.9590;6775260.1250;"KKJ3";;359066.4388;6772389.2601;FALSE;FALSE;"Länsi";4;4;;;;;;;3;;;;;;;;;;;;"#NIMI?"
1282;;201177;"Hämeenlinna";"109";10015;"Nummi L";;3359928.0000;6766729.0000;"KKJ3";"L";359991.0611;6763861.9190;FALSE;FALSE;;2;2;"Nummi";;"Sammontie";;"aikataulu";"aikataulu";1;;;;;;;;;;;;"#NIMI?"
1326;;201180;"Hämeenlinna";"109";10096;"Sisälähetys L";;3361925.0000;6767480.0000;"KKJ3";"L";361987.1622;6764612.5864;FALSE;FALSE;;4;4;;;"Turuntie";;;;3;;;;;;;;;;;;"#NIMI?"
1330;;201181;"Hämeenlinna";"109";10100;"Hallituskatu L";;3362801.0000;6767893.0000;"KKJ3";"L";362862.7679;6765025.4035;FALSE;FALSE;;4;4;"Hallituskatu";;"Hallituskatu";;"roskis, aikataulu, tasku";"roskis, aikataulu, tasku";1;;;;;;;;;;;;"#NIMI?"
1331;;201182;"Hämeenlinna";"109";10101;"Kasarmikatu EE";;3362833.0000;6767796.0000;"KKJ3";"E";362894.7535;6764928.4465;FALSE;FALSE;;4;4;"Kasarmikatu";;"Kasarmikatu";;"roskis, aikataulu";"roskis, aikataulu";1;;;;;;;;;;;;"#NIMI?"
1332;;201183;"Hämeenlinna";"109";10102;"Kasarmikatu EP";;3362833.0000;6767812.0000;"KKJ3";"E";362894.7535;6764944.4394;FALSE;FALSE;;2;2;"Kasarmikatu";;"Kasarmikatu";;"roskis, aikataulu";"roskis, aikataulu";1;;;;;;;;;;;;"#NIMI?"
1353;;201184;"Hämeenlinna";"109";10141;"Tiiriö L";;3360295.0000;6769078.0000;"KKJ3";"L";360357.8965;6766209.8773;FALSE;FALSE;;4;4;"Tiiriö";;"Parolantie";;"penkki, tasku";"penkki, tasku";1;;;;;;;;;;;;"#NIMI?"
1356;;201185;"Hämeenlinna";"109";10144;"Sähkömestarintie I";;3359792.0000;6769358.0000;"KKJ3";"I(KA)";359855.1230;6766489.7530;FALSE;FALSE;;4;4;"Sähkömestarintie";;"Parolantie";;"aikataulu, penkki, tasku";"aikataulu, penkki, tasku";1;;;;;;;;;;;;"#NIMI?"
1357;;201186;"Hämeenlinna";"109";10145;"Sähkömestarintie L";;3359742.0000;6769404.0000;"KKJ3";"L(LU)";359805.1455;6766535.7326;FALSE;FALSE;;4;4;"Sähkömestarintie";;"Parolantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1362;;201187;"Hämeenlinna";"109";10150;"Hallituskatu I";;3362802.0000;6767864.0000;"KKJ3";"I";362863.7675;6764996.4164;FALSE;FALSE;;2;2;;;"Hallituskatu";;"roskis, aikataulu, tasku";"roskis, aikataulu, tasku";1;;;;;;;;;;;;"#NIMI?"
1405;;201188;"Hämeenlinna";"109";10195;"Takumäentie I";;3360088.0000;6770030.0000;"KKJ3";"I";360150.9899;6767161.4550;FALSE;FALSE;;2;2;;;"Takumäentie";;;;3;;;;;;;;;;;;"#NIMI?"
1428;;32986;"Hämeenlinna";"109";10231;"P5";;3363077.0000;6767755.0000;"KKJ3";"I";363138.6437;6764887.4648;FALSE;FALSE;;2;2;"Linja-autoasema";;"Palokunnankatu";;"roskis, JCD katos, aikataulu, linjakartta, penkki, tasku";"roskis, katos katos, aikataulu, linjakartta, penkki, tasku";2;;;;;;;;;;;;"#NIMI?"
1457;;201190;"Hämeenlinna";"109";10262;"Välitalontie";;3365930.0000;6765204.0000;"KKJ3";"E";365990.3586;6762337.5968;FALSE;FALSE;;2;2;;;"Konepajantie";;;;3;;;;;;;;;;;;"#NIMI?"
1459;;201191;"Hämeenlinna";"109";10264;"Putkitehtaantie I";;3366548.0000;6764536.0000;"KKJ3";"I";366608.0802;6761669.8932;FALSE;FALSE;;2;2;;;"Vanhanpappilantie";;;;3;;;;;;;;;;;;"#NIMI?"
1460;;201192;"Hämeenlinna";"109";10265;"Putkitehtaantie E";;3366545.0000;6764537.0000;"KKJ3";"E(KA)";366605.0816;6761670.8928;FALSE;FALSE;;2;2;;;"Putkitehtaantie";;;;3;;;;;;;;;;;;"#NIMI?"
1463;;201193;"Hämeenlinna";"109";10275;"Ruukki KA";;3367022.0000;6764813.0000;"KKJ3";"E(KA)";367081.8669;6761946.7705;FALSE;FALSE;;2;2;;;"Nujulantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1489;;201194;"Hämeenlinna";"109";10315;"Mantereenvuori P";;3365927.0000;6766233.0000;"KKJ3";"P(LU)";365987.3602;6763366.1405;FALSE;FALSE;;2;2;"Mantereenvuori";;"Katumantie";;"aikataulu";"aikataulu";1;;;;;;;;;;;;"#NIMI?"
1527;;201195;"Hämeenlinna";"109";10372;"Terminaalitie";;3362110.0000;6763708.0000;"KKJ3";"P(LU)";362172.0779;6760842.2593;FALSE;FALSE;;2;2;"Terminaalitie";;"Terminaalitie";;"aikataulu";"aikataulu";1;;;;;;;;;;;;"#NIMI?"
1528;;201196;"Hämeenlinna";"109";10373;"Laajamäentie";;3362119.0000;6763908.0000;"KKJ3";"E(KA)";362181.0739;6761042.1706;FALSE;FALSE;;2;2;"Laajamäentie";;"Hansatie";;"aikataulu, tasku";"aikataulu, tasku";1;;;;;;;;;;;;"#NIMI?"
1540;;201197;"Hämeenlinna";"109";10387;"Laaniitty P";;3365026.0000;6769523.0000;"KKJ3";"P";365086.7667;6766654.6812;FALSE;FALSE;;2;2;"Laaniitty";;"Laaniitynkatu";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1544;;201198;"Hämeenlinna";"109";10398;"Saarenpäänkatu P";;3364897.0000;6769850.0000;"KKJ3";"P";364957.8248;6766981.5361;FALSE;FALSE;;2;2;"Saarenpäänkatu";;"Papinniityntie";;;;3;;;;;;;;;;;;"#NIMI?"
1546;;201199;"Hämeenlinna";"109";10400;"Aulangontorppa P";;3365105.0000;6770209.0000;"KKJ3";"P";365165.7313;6767340.3770;FALSE;FALSE;;2;2;"Aulangontorppa";;"Papinniityntie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1548;;201200;"Hämeenlinna";"109";10402;"Kukostensyrjä I";;3365540.0000;6770076.0000;"KKJ3";"I";365600.5354;6767207.4361;FALSE;FALSE;;2;2;"Kukostensyrjä";;"Papinniityntie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1550;;201201;"Hämeenlinna";"109";10404;"Hanhikkitie E";;3365714.0000;6769940.0000;"KKJ3";"E (KA)";365774.4570;6767071.4964;FALSE;FALSE;;2;2;"Hanhikkitie";;"Papinniityntie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1552;;201202;"Hämeenlinna";"109";10406;"Angervotie E";;3365836.0000;6769726.0000;"KKJ3";"E";365896.4021;6766857.5914;FALSE;FALSE;;2;2;"Angervotie";;"Papinniityntie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1554;;201203;"Hämeenlinna";"109";10409;"Rautamäenpuisto I";;3366050.0000;6769579.0000;"KKJ3";"I";366110.3057;6766710.6566;FALSE;FALSE;;2;2;"Rautamäenpuisto";;"Ruununmyllyntie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1556;;201204;"Hämeenlinna";"109";10411;"Ruununmyllyn koulu I";;3366433.0000;6769635.0000;"KKJ3";"I";366493.1333;6766766.6319;FALSE;FALSE;;2;2;"Ruununmyllyn koulu";;"Ruununmyllyntie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1558;;201205;"Hämeenlinna";"109";10501;"Messupolku P";;3366722.0000;6769348.0000;"KKJ3";"P";366782.0031;6766479.7592;FALSE;FALSE;;2;2;"Messupolku";;"Vanajanlinnantie";;"roskis, aikataulu, penkki, tasku";"roskis, aikataulu, penkki, tasku";1;;;;;;;;;;;;"#NIMI?"
1559;;201206;"Hämeenlinna";"109";10502;"Harvoilanmäki I";;3366661.0000;6769283.0000;"KKJ3";"P";366721.0305;6766414.7880;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;"aikataulu, tasku";"aikataulu, tasku";1;;;;;;;;;;;;"#NIMI?"
1560;;201207;"Hämeenlinna";"109";10503;"Harvoilanmäki L";;3366689.0000;6769397.0000;"KKJ3";"E";366749.0180;6766528.7375;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1561;;201208;"Hämeenlinna";"109";10504;"Harvoilankylänraitti P";;3366535.0000;6769132.0000;"KKJ3";"P";366595.0872;6766263.8550;FALSE;FALSE;;2;2;"Harvoilankylänraitti";;"Vanajanlinnantie";;"katos, penkki, tasku";"katos, penkki, tasku";2;;;;;;;;;;;;"#NIMI?"
1562;;201209;"Hämeenlinna";"109";10505;"Harvoilankylänraitti E";;3366565.0000;6769205.0000;"KKJ3";"E";366625.0737;6766336.8226;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1563;;201210;"Hämeenlinna";"109";10506;"Paavolantie P";;3366540.0000;6768370.0000;"KKJ3";"P";366600.0848;6765502.1929;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;"aikataulu, tasku";"aikataulu, tasku";1;;;;;;;;;;;;"#NIMI?"
1564;;201211;"Hämeenlinna";"109";10507;"Loukastenkuja P";;3366689.0000;6768003.0000;"KKJ3";"P";366749.0176;6765135.3557;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;"penkki, tasku";"penkki, tasku";1;;;;;;;;;;;;"#NIMI?"
1565;;201212;"Hämeenlinna";"109";10508;"Loukastenkuja E";;3366658.0000;6768021.0000;"KKJ3";"E";366718.0316;6765153.3477;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;;;3;;;;;;;;;;;;"#NIMI?"
1566;;201213;"Hämeenlinna";"109";10509;"Ristiniityntie";;3366962.0000;6767654.0000;"KKJ3";"P";367021.8946;6764786.5106;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;"tasku";"tasku";1;;;;;;;;;;;;"#NIMI?"
1567;;201214;"Hämeenlinna";"109";10511;"Kappolan rantatie P";;3367486.0000;6766301.0000;"KKJ3";"P";367545.6584;6763434.1107;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;;;3;;;;;;;;;;;;"#NIMI?"
1568;;201215;"Hämeenlinna";"109";10512;"Kappolan rantatie E";;3367482.0000;6766301.0000;"KKJ3";"E";367541.6602;6763434.1107;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;;;3;;;;;;;;;;;;"#NIMI?"
1569;;201216;"Hämeenlinna";"109";10513;"Vanajanlinna L";;3368038.0000;6765657.0000;"KKJ3";"P";368097.4097;6762790.3965;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;;;3;;;;;;;;;;;;"#NIMI?"
1570;;201217;"Hämeenlinna";"109";10514;"Vanajanlinna I";;3368044.0000;6765636.0000;"KKJ3";"E";368103.4070;6762769.4058;FALSE;FALSE;;2;2;;;"Vanajanlinnantie";;;;3;;;;;;;;;;;;"#NIMI?"
